comparison_id,timestamp,baseline_hostname,candidate_hostname,category,section,change_type,line_number,old_value,new_value,risk_label,risk_weight,confidence_score,description,recommendation
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Interface,no shutdown,Modified,359, no shutdown,no shutdown,Medium,60,90,Modified Interface configuration in 'no shutdown',Verify interface shutdown impact before deployment.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,encapsulation dot1Q 10,Modified,361, encapsulation dot1Q 10,encapsulation dot1Q 10,Unknown,0,50,Modified Unknown configuration in 'encapsulation dot1Q 10',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Management,vrf forwarding VRF_CORP,Modified,362, vrf forwarding VRF_CORP,vrf forwarding VRF_CORP,Low,35,90,Modified Management configuration in 'vrf forwarding VRF_CORP',Verify management access after implementation.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Interface,ip address 10.111.10.1 255.255.255.0,Modified,363, ip address 10.111.10.1 255.255.255.0,ip address 10.111.10.1 255.255.255.0,Low,30,90,Modified Interface configuration in 'ip address 10.111.10.1 255.255.255.0',Verify interface operational status and traffic flow.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,ip helper-address 10.100.10.15,Modified,364, ip helper-address 10.100.10.15,ip helper-address 10.100.10.15,Unknown,0,50,Modified Unknown configuration in 'ip helper-address 10.100.10.15',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,ip nbar protocol-discovery,Modified,365, ip nbar protocol-discovery,ip nbar protocol-discovery,Unknown,0,50,Modified Unknown configuration in 'ip nbar protocol-discovery',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,zone-member security INSIDE,Modified,366, zone-member security INSIDE,zone-member security INSIDE,Unknown,0,50,Modified Unknown configuration in 'zone-member security INSIDE',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Interface,no shutdown,Modified,367, no shutdown,no shutdown,Medium,60,90,Modified Interface configuration in 'no shutdown',Verify interface shutdown impact before deployment.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,encapsulation dot1Q 11,Modified,369, encapsulation dot1Q 11,encapsulation dot1Q 11,Unknown,0,50,Modified Unknown configuration in 'encapsulation dot1Q 11',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Management,vrf forwarding VRF_VOICE,Modified,370, vrf forwarding VRF_VOICE,vrf forwarding VRF_VOICE,Low,35,90,Modified Management configuration in 'vrf forwarding VRF_VOICE',Verify management access after implementation.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Interface,ip address 10.111.11.1 255.255.255.0,Modified,371, ip address 10.111.11.1 255.255.255.0,ip address 10.111.11.1 255.255.255.0,Low,30,90,Modified Interface configuration in 'ip address 10.111.11.1 255.255.255.0',Verify interface operational status and traffic flow.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,ip helper-address 10.100.10.15,Modified,372, ip helper-address 10.100.10.15,ip helper-address 10.100.10.15,Unknown,0,50,Modified Unknown configuration in 'ip helper-address 10.100.10.15',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,ip nbar protocol-discovery,Modified,373, ip nbar protocol-discovery,ip nbar protocol-discovery,Unknown,0,50,Modified Unknown configuration in 'ip nbar protocol-discovery',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,zone-member security INSIDE,Modified,374, zone-member security INSIDE,zone-member security INSIDE,Unknown,0,50,Modified Unknown configuration in 'zone-member security INSIDE',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Interface,no shutdown,Modified,375, no shutdown,no shutdown,Medium,60,90,Modified Interface configuration in 'no shutdown',Verify interface shutdown impact before deployment.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,encapsulation dot1Q 20,Modified,377, encapsulation dot1Q 20,encapsulation dot1Q 20,Unknown,0,50,Modified Unknown configuration in 'encapsulation dot1Q 20',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Management,vrf forwarding VRF_GUEST,Modified,378, vrf forwarding VRF_GUEST,vrf forwarding VRF_GUEST,Low,35,90,Modified Management configuration in 'vrf forwarding VRF_GUEST',Verify management access after implementation.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Interface,ip address 10.111.20.1 255.255.255.0,Modified,379, ip address 10.111.20.1 255.255.255.0,ip address 10.111.20.1 255.255.255.0,Low,30,90,Modified Interface configuration in 'ip address 10.111.20.1 255.255.255.0',Verify interface operational status and traffic flow.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,ip helper-address 10.100.10.15,Modified,380, ip helper-address 10.100.10.15,ip helper-address 10.100.10.15,Unknown,0,50,Modified Unknown configuration in 'ip helper-address 10.100.10.15',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,ip nbar protocol-discovery,Modified,381, ip nbar protocol-discovery,ip nbar protocol-discovery,Unknown,0,50,Modified Unknown configuration in 'ip nbar protocol-discovery',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,zone-member security GUEST,Modified,382, zone-member security GUEST,zone-member security GUEST,Unknown,0,50,Modified Unknown configuration in 'zone-member security GUEST',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Interface,no shutdown,Modified,383, no shutdown,no shutdown,Medium,60,90,Modified Interface configuration in 'no shutdown',Verify interface shutdown impact before deployment.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,encapsulation dot1Q 30,Modified,385, encapsulation dot1Q 30,encapsulation dot1Q 30,Unknown,0,50,Modified Unknown configuration in 'encapsulation dot1Q 30',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Management,vrf forwarding VRF_IOT,Modified,386, vrf forwarding VRF_IOT,vrf forwarding VRF_IOT,Low,35,90,Modified Management configuration in 'vrf forwarding VRF_IOT',Verify management access after implementation.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Interface,ip address 10.111.30.1 255.255.255.0,Modified,387, ip address 10.111.30.1 255.255.255.0,ip address 10.111.30.1 255.255.255.0,Low,30,90,Modified Interface configuration in 'ip address 10.111.30.1 255.255.255.0',Verify interface operational status and traffic flow.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,ip helper-address 10.100.10.15,Modified,388, ip helper-address 10.100.10.15,ip helper-address 10.100.10.15,Unknown,0,50,Modified Unknown configuration in 'ip helper-address 10.100.10.15',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,ip nbar protocol-discovery,Modified,389, ip nbar protocol-discovery,ip nbar protocol-discovery,Unknown,0,50,Modified Unknown configuration in 'ip nbar protocol-discovery',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,zone-member security INSIDE,Modified,390, zone-member security INSIDE,zone-member security INSIDE,Unknown,0,50,Modified Unknown configuration in 'zone-member security INSIDE',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Interface,no shutdown,Modified,391, no shutdown,no shutdown,Medium,60,90,Modified Interface configuration in 'no shutdown',Verify interface shutdown impact before deployment.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,encapsulation dot1Q 40,Modified,393, encapsulation dot1Q 40,encapsulation dot1Q 40,Unknown,0,50,Modified Unknown configuration in 'encapsulation dot1Q 40',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Management,vrf forwarding VRF_CORP,Modified,394, vrf forwarding VRF_CORP,vrf forwarding VRF_CORP,Low,35,90,Modified Management configuration in 'vrf forwarding VRF_CORP',Verify management access after implementation.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Interface,ip address 10.111.40.1 255.255.255.0,Modified,395, ip address 10.111.40.1 255.255.255.0,ip address 10.111.40.1 255.255.255.0,Low,30,90,Modified Interface configuration in 'ip address 10.111.40.1 255.255.255.0',Verify interface operational status and traffic flow.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,ip helper-address 10.100.10.15,Modified,396, ip helper-address 10.100.10.15,ip helper-address 10.100.10.15,Unknown,0,50,Modified Unknown configuration in 'ip helper-address 10.100.10.15',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,ip nbar protocol-discovery,Modified,397, ip nbar protocol-discovery,ip nbar protocol-discovery,Unknown,0,50,Modified Unknown configuration in 'ip nbar protocol-discovery',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,zone-member security INSIDE,Modified,398, zone-member security INSIDE,zone-member security INSIDE,Unknown,0,50,Modified Unknown configuration in 'zone-member security INSIDE',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Interface,no shutdown,Modified,399, no shutdown,no shutdown,Medium,60,90,Modified Interface configuration in 'no shutdown',Verify interface shutdown impact before deployment.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,encapsulation dot1Q 50,Modified,401, encapsulation dot1Q 50,encapsulation dot1Q 50,Unknown,0,50,Modified Unknown configuration in 'encapsulation dot1Q 50',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Management,vrf forwarding VRF_IOT,Modified,402, vrf forwarding VRF_IOT,vrf forwarding VRF_IOT,Low,35,90,Modified Management configuration in 'vrf forwarding VRF_IOT',Verify management access after implementation.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Interface,ip address 10.111.50.1 255.255.255.0,Modified,403, ip address 10.111.50.1 255.255.255.0,ip address 10.111.50.1 255.255.255.0,Low,30,90,Modified Interface configuration in 'ip address 10.111.50.1 255.255.255.0',Verify interface operational status and traffic flow.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,ip helper-address 10.100.10.15,Modified,404, ip helper-address 10.100.10.15,ip helper-address 10.100.10.15,Unknown,0,50,Modified Unknown configuration in 'ip helper-address 10.100.10.15',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,ip nbar protocol-discovery,Modified,405, ip nbar protocol-discovery,ip nbar protocol-discovery,Unknown,0,50,Modified Unknown configuration in 'ip nbar protocol-discovery',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,zone-member security INSIDE,Modified,406, zone-member security INSIDE,zone-member security INSIDE,Unknown,0,50,Modified Unknown configuration in 'zone-member security INSIDE',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Interface,no shutdown,Modified,407, no shutdown,no shutdown,Medium,60,90,Modified Interface configuration in 'no shutdown',Verify interface shutdown impact before deployment.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,encapsulation dot1Q 60,Modified,409, encapsulation dot1Q 60,encapsulation dot1Q 60,Unknown,0,50,Modified Unknown configuration in 'encapsulation dot1Q 60',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Management,vrf forwarding VRF_CORP,Modified,410, vrf forwarding VRF_CORP,vrf forwarding VRF_CORP,Low,35,90,Modified Management configuration in 'vrf forwarding VRF_CORP',Verify management access after implementation.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Interface,ip address 10.111.60.1 255.255.255.0,Modified,411, ip address 10.111.60.1 255.255.255.0,ip address 10.111.60.1 255.255.255.0,Low,30,90,Modified Interface configuration in 'ip address 10.111.60.1 255.255.255.0',Verify interface operational status and traffic flow.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,ip helper-address 10.100.10.15,Modified,412, ip helper-address 10.100.10.15,ip helper-address 10.100.10.15,Unknown,0,50,Modified Unknown configuration in 'ip helper-address 10.100.10.15',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,ip nbar protocol-discovery,Modified,413, ip nbar protocol-discovery,ip nbar protocol-discovery,Unknown,0,50,Modified Unknown configuration in 'ip nbar protocol-discovery',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,zone-member security INSIDE,Modified,414, zone-member security INSIDE,zone-member security INSIDE,Unknown,0,50,Modified Unknown configuration in 'zone-member security INSIDE',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Interface,no shutdown,Modified,415, no shutdown,no shutdown,Medium,60,90,Modified Interface configuration in 'no shutdown',Verify interface shutdown impact before deployment.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,encapsulation dot1Q 70,Modified,417, encapsulation dot1Q 70,encapsulation dot1Q 70,Unknown,0,50,Modified Unknown configuration in 'encapsulation dot1Q 70',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Interface,ip address 10.111.70.1 255.255.255.0,Modified,418, ip address 10.111.70.1 255.255.255.0,ip address 10.111.70.1 255.255.255.0,Low,30,90,Modified Interface configuration in 'ip address 10.111.70.1 255.255.255.0',Verify interface operational status and traffic flow.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,ip helper-address 10.100.10.15,Modified,419, ip helper-address 10.100.10.15,ip helper-address 10.100.10.15,Unknown,0,50,Modified Unknown configuration in 'ip helper-address 10.100.10.15',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,ip nbar protocol-discovery,Modified,420, ip nbar protocol-discovery,ip nbar protocol-discovery,Unknown,0,50,Modified Unknown configuration in 'ip nbar protocol-discovery',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,zone-member security INSIDE,Modified,421, zone-member security INSIDE,zone-member security INSIDE,Unknown,0,50,Modified Unknown configuration in 'zone-member security INSIDE',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Interface,no shutdown,Modified,422, no shutdown,no shutdown,Medium,60,90,Modified Interface configuration in 'no shutdown',Verify interface shutdown impact before deployment.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,encapsulation dot1Q 80,Modified,424, encapsulation dot1Q 80,encapsulation dot1Q 80,Unknown,0,50,Modified Unknown configuration in 'encapsulation dot1Q 80',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Interface,ip address 10.111.80.1 255.255.255.0,Modified,425, ip address 10.111.80.1 255.255.255.0,ip address 10.111.80.1 255.255.255.0,Low,30,90,Modified Interface configuration in 'ip address 10.111.80.1 255.255.255.0',Verify interface operational status and traffic flow.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,ip helper-address 10.100.10.15,Modified,426, ip helper-address 10.100.10.15,ip helper-address 10.100.10.15,Unknown,0,50,Modified Unknown configuration in 'ip helper-address 10.100.10.15',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,ip nbar protocol-discovery,Modified,427, ip nbar protocol-discovery,ip nbar protocol-discovery,Unknown,0,50,Modified Unknown configuration in 'ip nbar protocol-discovery',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,zone-member security INSIDE,Modified,428, zone-member security INSIDE,zone-member security INSIDE,Unknown,0,50,Modified Unknown configuration in 'zone-member security INSIDE',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Interface,no shutdown,Modified,429, no shutdown,no shutdown,Medium,60,90,Modified Interface configuration in 'no shutdown',Verify interface shutdown impact before deployment.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,no ip address,Modified,431, no ip address,no ip address,Unknown,0,50,Modified Unknown configuration in 'no ip address',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,negotiation auto,Modified,432, negotiation auto,negotiation auto,Unknown,0,50,Modified Unknown configuration in 'negotiation auto',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Interface,no shutdown,Modified,433, no shutdown,no shutdown,Medium,60,90,Modified Interface configuration in 'no shutdown',Verify interface shutdown impact before deployment.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,encapsulation dot1Q 10,Modified,435, encapsulation dot1Q 10,encapsulation dot1Q 10,Unknown,0,50,Modified Unknown configuration in 'encapsulation dot1Q 10',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Management,vrf forwarding VRF_CORP,Modified,436, vrf forwarding VRF_CORP,vrf forwarding VRF_CORP,Low,35,90,Modified Management configuration in 'vrf forwarding VRF_CORP',Verify management access after implementation.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Interface,ip address 10.112.10.1 255.255.255.0,Modified,437, ip address 10.112.10.1 255.255.255.0,ip address 10.112.10.1 255.255.255.0,Low,30,90,Modified Interface configuration in 'ip address 10.112.10.1 255.255.255.0',Verify interface operational status and traffic flow.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,ip helper-address 10.100.10.15,Modified,438, ip helper-address 10.100.10.15,ip helper-address 10.100.10.15,Unknown,0,50,Modified Unknown configuration in 'ip helper-address 10.100.10.15',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,ip nbar protocol-discovery,Modified,439, ip nbar protocol-discovery,ip nbar protocol-discovery,Unknown,0,50,Modified Unknown configuration in 'ip nbar protocol-discovery',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,zone-member security INSIDE,Modified,440, zone-member security INSIDE,zone-member security INSIDE,Unknown,0,50,Modified Unknown configuration in 'zone-member security INSIDE',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Interface,no shutdown,Modified,441, no shutdown,no shutdown,Medium,60,90,Modified Interface configuration in 'no shutdown',Verify interface shutdown impact before deployment.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,encapsulation dot1Q 11,Modified,443, encapsulation dot1Q 11,encapsulation dot1Q 11,Unknown,0,50,Modified Unknown configuration in 'encapsulation dot1Q 11',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Management,vrf forwarding VRF_VOICE,Modified,444, vrf forwarding VRF_VOICE,vrf forwarding VRF_VOICE,Low,35,90,Modified Management configuration in 'vrf forwarding VRF_VOICE',Verify management access after implementation.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Interface,ip address 10.112.11.1 255.255.255.0,Modified,445, ip address 10.112.11.1 255.255.255.0,ip address 10.112.11.1 255.255.255.0,Low,30,90,Modified Interface configuration in 'ip address 10.112.11.1 255.255.255.0',Verify interface operational status and traffic flow.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,ip helper-address 10.100.10.15,Modified,446, ip helper-address 10.100.10.15,ip helper-address 10.100.10.15,Unknown,0,50,Modified Unknown configuration in 'ip helper-address 10.100.10.15',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,ip nbar protocol-discovery,Modified,447, ip nbar protocol-discovery,ip nbar protocol-discovery,Unknown,0,50,Modified Unknown configuration in 'ip nbar protocol-discovery',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,zone-member security INSIDE,Modified,448, zone-member security INSIDE,zone-member security INSIDE,Unknown,0,50,Modified Unknown configuration in 'zone-member security INSIDE',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Interface,no shutdown,Modified,449, no shutdown,no shutdown,Medium,60,90,Modified Interface configuration in 'no shutdown',Verify interface shutdown impact before deployment.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,encapsulation dot1Q 20,Modified,451, encapsulation dot1Q 20,encapsulation dot1Q 20,Unknown,0,50,Modified Unknown configuration in 'encapsulation dot1Q 20',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Management,vrf forwarding VRF_GUEST,Modified,452, vrf forwarding VRF_GUEST,vrf forwarding VRF_GUEST,Low,35,90,Modified Management configuration in 'vrf forwarding VRF_GUEST',Verify management access after implementation.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Interface,ip address 10.112.20.1 255.255.255.0,Modified,453, ip address 10.112.20.1 255.255.255.0,ip address 10.112.20.1 255.255.255.0,Low,30,90,Modified Interface configuration in 'ip address 10.112.20.1 255.255.255.0',Verify interface operational status and traffic flow.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,ip helper-address 10.100.10.15,Modified,454, ip helper-address 10.100.10.15,ip helper-address 10.100.10.15,Unknown,0,50,Modified Unknown configuration in 'ip helper-address 10.100.10.15',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,ip nbar protocol-discovery,Modified,455, ip nbar protocol-discovery,ip nbar protocol-discovery,Unknown,0,50,Modified Unknown configuration in 'ip nbar protocol-discovery',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,zone-member security GUEST,Modified,456, zone-member security GUEST,zone-member security GUEST,Unknown,0,50,Modified Unknown configuration in 'zone-member security GUEST',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Interface,no shutdown,Modified,457, no shutdown,no shutdown,Medium,60,90,Modified Interface configuration in 'no shutdown',Verify interface shutdown impact before deployment.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,encapsulation dot1Q 30,Modified,459, encapsulation dot1Q 30,encapsulation dot1Q 30,Unknown,0,50,Modified Unknown configuration in 'encapsulation dot1Q 30',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Management,vrf forwarding VRF_IOT,Modified,460, vrf forwarding VRF_IOT,vrf forwarding VRF_IOT,Low,35,90,Modified Management configuration in 'vrf forwarding VRF_IOT',Verify management access after implementation.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Interface,ip address 10.112.30.1 255.255.255.0,Modified,461, ip address 10.112.30.1 255.255.255.0,ip address 10.112.30.1 255.255.255.0,Low,30,90,Modified Interface configuration in 'ip address 10.112.30.1 255.255.255.0',Verify interface operational status and traffic flow.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,ip helper-address 10.100.10.15,Modified,462, ip helper-address 10.100.10.15,ip helper-address 10.100.10.15,Unknown,0,50,Modified Unknown configuration in 'ip helper-address 10.100.10.15',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,ip nbar protocol-discovery,Modified,463, ip nbar protocol-discovery,ip nbar protocol-discovery,Unknown,0,50,Modified Unknown configuration in 'ip nbar protocol-discovery',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Unknown,zone-member security INSIDE,Modified,464, zone-member security INSIDE,zone-member security INSIDE,Unknown,0,50,Modified Unknown configuration in 'zone-member security INSIDE',Manual review recommended.
51888b4e-4270-4982-9639-d61105c356df,2026-07-23T16:54:43.509641,CE-Router-01,CE-Router-01,Interface,no shutdown,Modified,465, no shutdown,no shutdown,Medium,60,90,Modified Interface configuration in 'no shutdown',Verify interface shutdown impact before deployment.
